L,phi,psi,omega,d,theta,rg,re,R
10,-177.0,93.0,180,3.38957208999,105.829989711,205.211864355,28.5698922051,0.383348031453
10,-177.0,94.0,180,3.39791814261,106.665711057,206.828400538,28.6826495311,0.38472273682
10,-177.0,95.0,180,3.40605396781,107.503381099,208.420044833,28.7937286095,0.386097442188
10,-177.0,96.0,180,3.41398524369,108.342949638,209.987100532,28.9031584998,0.387472147555
10,-177.0,97.0,180,3.42171746218,109.184367834,211.529844667,29.0109603355,0.388846852922
10,-177.0,98.0,180,3.42925593511,110.027588158,213.048528232,29.1171472649,0.390221558289
10,-177.0,99.0,180,3.43660580009,110.872564354,214.543378788,29.2217257895,0.391596263657
10,-177.0,100.0,180,3.44377202619,111.719251389,216.014594933,29.3246957054,0.392970969024
10,-177.0,101.0,180,3.4507594195,112.567605419,217.462354109,29.4260512332,0.394345674391
10,-177.0,102.0,180,3.45757262845,113.417583749,218.886807949,29.5257814908,0.395720379758
10,-177.0,103.0,180,3.46421614903,114.269144791,220.288087567,29.6238714333,0.397095085125
10,-177.0,104.0,180,3.47069432981,115.122248032,221.66630206,29.720302465,0.398469790493
10,-177.0,105.0,180,3.47701137678,115.976853996,223.021544284,29.8150533201,0.39984449586
10,-177.0,106.0,180,3.48317135808,116.83292421,224.353891583,29.9081008798,0.401415587708
10,-177.0,107.0,180,3.48917820852,117.690421174,225.663405245,29.9994207596,0.402790293075
10,-177.0,108.0,180,3.49503573395,118.549308324,226.950141462,30.0889885891,0.404164998443
10,-177.0,109.0,180,3.50074761558,119.409550002,228.214143205,30.1767799174,0.40553970381
10,-177.0,110.0,180,3.506317414,120.271111431,229.455453169,30.2627717387,0.406914409177
10,-177.0,111.0,180,3.51174857316,121.13395868,230.674107783,30.3469424571,0.408289114544
10,-177.0,112.0,180,3.51704442422,121.99805864,231.870145379,30.4292729038,0.409663819912
10,-177.0,113.0,180,3.5222081892,122.863378994,233.04360848,30.5097467792,0.411038525279
10,-177.0,114.0,180,3.52724298456,123.729888192,234.194542901,30.5883509782,0.412413230646
10,-177.0,115.0,180,3.53215182459,124.597555429,235.323003877,30.6650761274,0.413787936013
10,-177.0,116.0,180,3.53693762478,125.466350614,236.429056124,30.7399168703,0.41516264138
10,-177.0,117.0,180,3.54160320497,126.336244352,237.512773332,30.8128719767,0.416537346748
10,-177.0,118.0,180,3.54615129243,127.207207915,238.574244646,30.8839447469,0.417912052115
10,-177.0,119.0,180,3.55058452484,128.079213229,239.613573017,30.9531431152,0.419286757482
10,-177.0,120.0,180,3.55490545312,128.952232843,240.630875277,31.0204793418,0.42085784933
10,-177.0,121.0,180,3.5591165442,129.826239914,241.626285331,31.0859703587,0.422232554698
10,-177.0,122.0,180,3.56322018369,130.701208184,242.59995158,31.1496374348,0.423607260065
10,-177.0,123.0,180,3.56721867839,131.577111962,243.552040655,31.2115061902,0.424981965432
10,-177.0,124.0,180,3.57111425879,132.453926105,244.482733443,31.2716061329,0.426356670799
10,-177.0,125.0,180,3.57490908142,133.331626,245.392227401,31.3299705807,0.427731376166
10,-177.0,126.0,180,3.57860523113,134.210187544,246.280733378,31.3866362143,0.429106081534
10,-177.0,127.0,180,3.58220472329,135.089587129,247.148477563,31.4416428021,0.430480786901
10,-177.0,128.0,180,3.58570950589,135.969801626,247.995696816,31.4950326889,0.431855492268
10,-177.0,129.0,180,3.58912146162,136.850808366,248.822641343,31.5468504627,0.433230197635
10,-177.0,130.0,180,3.59244240975,137.732585128,249.629568497,31.5971424731,0.434604903003
10,-177.0,131.0,180,3.59567410808,138.615110118,250.416745249,31.6459563578,0.43597960837
10,-177.0,132.0,180,3.5988182547,139.498361962,251.184443419,31.6933405589,0.437354313737
10,-177.0,133.0,180,3.60187648978,140.382319686,251.932940608,31.7393439481,0.438729019104
10,-177.0,134.0,180,3.6048503972,141.266962704,252.662515841,31.7840152566,0.440300110953
10,-177.0,135.0,180,3.60774150618,142.152270803,253.373448308,31.8274026785,0.44167481632
10,-177.0,136.0,180,3.61055129282,143.038224134,254.066016636,31.8695534808,0.443049521687
10,-177.0,137.0,180,3.61328118158,143.924803193,254.740495897,31.910513564,0.444424227054
10,-177.0,138.0,180,3.61593254674,144.811988814,255.397155871,31.9503270376,0.445798932421
10,-177.0,139.0,180,3.61850671372,145.699762155,256.036260618,31.9890360381,0.447173637789
10,-177.0,140.0,180,3.62100496043,146.588104686,256.658065627,32.0266802928,0.448548343156
10,-177.0,141.0,180,3.62342851852,147.476998176,257.26281658,32.0632968661,0.449923048523
10,-177.0,142.0,180,3.62577857458,148.366424688,257.850748633,32.0989200118,0.45129775389
10,-177.0,143.0,180,3.62805627135,149.256366559,258.422085016,32.1335809305,0.452672459258
10,-177.0,144.0,180,3.63026270876,150.146806398,258.977036881,32.167307743,0.454047164625
10,-177.0,145.0,180,3.63239894508,151.037727069,259.515800523,32.2001251541,0.455421869992
10,-177.0,146.0,180,3.63446599785,151.929111687,260.038559114,32.2320547229,0.456796575359
10,-177.0,147.0,180,3.63646484495,152.820943602,260.545480989,32.2631146195,0.458171280727
10,-177.0,148.0,180,3.63839642548,153.713206397,261.036720001,32.2933198063,0.459742372575
10,-177.0,149.0,180,3.64026164065,154.605883869,261.512415121,32.3226819377,0.461117077942
10,-177.0,150.0,180,3.6420613547,155.498960031,261.972690534,32.3512096397,0.462491783309
10,-177.0,151.0,180,3.64379639562,156.392419092,262.417655848,32.3789085327,0.463866488676
10,-177.0,152.0,180,3.64546755603,157.286245457,262.84740741,32.4057814079,0.465241194044
10,-177.0,153.0,180,3.64707559385,158.180423713,263.262027625,32.4318285061,0.466615899411
10,-177.0,154.0,180,3.64862123303,159.074938626,263.661585703,32.4570475378,0.467990604778
10,-177.0,155.0,180,3.65010516424,159.969775125,264.046139755,32.4814341167,0.469365310145
10,-177.0,156.0,180,3.6515280455,160.864918301,264.415735329,32.5049818236,0.470740015513
10,-177.0,157.0,180,3.65289050277,161.760353398,264.770409089,32.5276825869,0.47211472088
10,-177.0,158.0,180,3.65419313055,162.6560658,265.110186445,32.5495267638,0.473489426247
10,-177.0,159.0,180,3.65543649241,163.552041031,265.435085586,32.5705036189,0.474864131614
10,-177.0,160.0,180,3.65662112151,164.448264741,265.745116696,32.5906013472,0.476238836982
10,-177.0,161.0,180,3.65774752107,165.344722704,266.040283224,32.6098074688,0.477613542349
10,-177.0,162.0,180,3.65881616484,166.241400806,266.320583269,32.6281090375,0.479184634197
10,-177.0,163.0,180,3.65982749755,167.138285041,266.586010139,32.6454928401,0.480559339564
10,-177.0,164.0,180,3.66078193526,168.035361503,266.836553738,32.6619456612,0.481934044931
10,-177.0,165.0,180,3.66167986574,168.932616378,267.07220022,32.677454371,0.483308750299
10,-177.0,166.0,180,3.66252164887,169.83003594,267.292934965,32.6920063408,0.484683455666
10,-177.0,167.0,180,3.66330761689,170.727606542,267.498740963,32.7055893904,0.486058161033
10,-177.0,168.0,180,3.66403807472,171.625314608,267.689601494,32.7181921085,0.4874328664
10,-177.0,169.0,180,3.66471330024,172.52314663,267.865499441,32.7298038894,0.488807571768
10,-177.0,170.0,180,3.66533354452,173.421089159,268.026418807,32.7404151362,0.490182277135
10,-177.0,171.0,180,3.66589903204,174.319128799,268.172344579,32.7500173356,0.491556982502
10,-177.0,172.0,180,3.66640996088,175.2172522,268.303263192,32.7586031284,0.492931687869
10,-177.0,173.0,180,3.66686650287,176.115446052,268.419163446,32.7661664287,0.494306393236
10,-177.0,174.0,180,3.66726880379,177.01369708,268.520036258,32.7727024586,0.495681098604
10,-177.0,175.0,180,3.66761698343,177.911992034,268.605875028,32.7782077882,0.497055803971
10,-177.0,176.0,180,3.66791113572,178.810317688,268.676675793,32.7826803572,0.498626895819
10,-177.0,177.0,180,3.66815132879,179.708660828,268.732437313,32.7861195044,0.500001601186
10,-177.0,178.0,180,3.66833760502,180.607008249,268.7731611,32.7885259432,0.501376306554
10,-177.0,179.0,180,3.66846998108,181.50534675,268.798851175,32.789901747,0.502751011921
10,-177.0,180.0,180,-3.66854844793,177.596336877,268.809514149,32.7902503201,0.504125717288
10,-176.0,-180.0,180,-3.66819808892,176.795217823,268.767589312,32.7872560141,0.00550098210603
10,-176.0,-179.0,180,-3.66823960705,175.897028502,268.764323598,32.7865417428,0.00687568747325
10,-176.0,-178.0,180,-3.66822706129,174.998899609,268.74607727,32.7848199388,0.00825039284048
10,-176.0,-177.0,180,-3.66816034917,174.100844434,268.712864587,32.7820990838,0.00962509820771
10,-176.0,-176.0,180,-3.66803934216,173.202876301,268.664701278,32.7783886526,0.0111962286388
10,-176.0,-175.0,180,-3.66786388555,172.305008574,268.601602425,32.7736988549,0.012570934006
10,-176.0,-174.0,180,-3.66763379832,171.407254669,268.523583456,32.7680406484,0.0139456007904
10,-176.0,-173.0,180,-3.66734887296,170.509628053,268.430658695,32.7614255398,0.0153203061576
10,-176.0,-172.0,180,-3.66700887521,169.612142256,268.322840812,32.753865439,0.0166950115249
10,-176.0,-171.0,180,-3.66661354389,168.714810875,268.20014052,32.7453725362,0.0180697168921
10,-176.0,-170.0,180,-3.6661625906,167.817647582,268.062565199,32.7359590853,0.0194444222593
10,-176.0,-169.0,180,-3.66565569946,166.920666129,267.910119042,32.7256373349,0.0208191276266
10,-176.0,-168.0,180,-3.66509252679,166.023880357,267.742801222,32.7144192094,0.0221938329938
10,-176.0,-167.0,180,-3.66447270081,165.127304202,267.560606649,32.7023163087,0.023568538361
10,-176.0,-166.0,180,-3.66379582119,164.230951701,267.36352311,32.6893395288,0.0249432437282
10,-176.0,-165.0,180,-3.66306145878,163.334836998,267.151532643,32.6754990344,0.0263179490955
10,-176.0,-164.0,180,-3.66226915509,162.438974357,266.924609189,32.6608039576,0.0276926544627
10,-176.0,-163.0,180,-3.6614184219,161.543378162,266.682718265,32.645262226,0.0290673598299
10,-176.0,-162.0,180,-3.66050874078,160.648062929,266.425816709,32.628880448,0.030638490261
10,-176.0,-161.0,180,-3.65953956257,159.753043312,266.153851862,32.6116636634,0.0320131956282
10,-176.0,-160.0,180,-3.65851030685,158.85833411,265.866759488,32.593615058,0.0333878624126
10,-176.0,-159.0,180,-3.65742036138,157.963950277,265.564464867,32.5747359616,0.0347625677799
10,-176.0,-158.0,180,-3.65626908151,157.069906926,265.246882254,32.555025646,0.0361372731471
10,-176.0,-157.0,180,-3.65505578952,156.176219343,264.913912431,32.5344810263,0.0375119785143
10,-176.0,-156.0,180,-3.65377977398,155.282902989,264.565445019,32.5130967372,0.0388866838815
10,-176.0,-155.0,180,-3.65244028905,154.389973512,264.201354684,32.49086473,0.0402613892488
10,-176.0,-154.0,180,-3.65103655374,153.497446756,263.821505287,32.4677745183,0.041636094616
10,-176.0,-153.0,180,-3.64956775112,152.605338765,263.425745867,32.4438127906,0.0430107999832
10,-176.0,-152.0,180,-3.64803302757,151.7136658,263.013912821,32.418963541,0.0443855053505
10,-176.0,-151.0,180,-3.64643149184,150.82244434,262.585828641,32.3932078768,0.0457602107177
10,-176.0,-150.0,180,-3.64476221426,149.931691097,262.141304357,32.3665242512,0.0471349160849
10,-176.0,-149.0,180,-3.64302422574,149.041423024,261.680137381,32.3388882725,0.0485096214521
10,-176.0,-148.0,180,-3.64121651683,148.151657323,261.202113576,32.3102728382,0.0500807518832
10,-176.0,-147.0,180,-3.6393380367,147.262411457,260.707007839,32.2806482946,0.0514554572504
10,-176.0,-146.0,180,-3.63738769207,146.37370316,260.194583904,32.2499824924,0.0528301240348
10,-176.0,-145.0,180,-3.63536434611,145.485550448,259.664597082,32.2182409472,0.0542048294021
10,-176.0,-144.0,180,-3.63326681728,144.59797163,259.11679362,32.1853871098,0.0555795347693
10,-176.0,-143.0,180,-3.63109387814,143.710985317,258.550912746,32.1513824862,0.0569542401365
10,-176.0,-142.0,180,-3.62884425407,142.824610435,257.966687396,32.1161869473,0.0583289455038
10,-176.0,-141.0,180,-3.62651662196,141.93886624,257.363846212,32.0797590408,0.059703650871
10,-176.0,-140.0,180,-3.62410960885,141.053772323,256.74211582,32.0420563017,0.0610783562382
10,-176.0,-139.0,180,-3.62162179052,140.169348629,256.101219682,32.0030355195,0.0624530616054
10,-176.0,-138.0,180,-3.61905168999,139.285615467,255.440881732,31.9626530959,0.0638277669727
10,-176.0,-137.0,180,-3.61639777596,138.402593523,254.760828301,31.9208655627,0.0652024723399
10,-176.0,-136.0,180,-3.61365846124,137.520303876,254.060788545,31.8776297509,0.0665771777071
10,-176.0,-135.0,180,-3.61083210106,136.638768007,253.340495247,31.8329033074,0.0679518830743
10,-176.0,-134.0,180,-3.6079169913,135.758007819,252.599688141,31.7866450099,0.0695230135054
10,-176.0,-133.0,180,-3.60491136672,134.878045649,251.838114968,31.7388152379,0.0708977188726
10,-176.0,-132.0,180,-3.60181339907,133.998904284,251.05553141,31.6893762231,0.0722723856571
10,-176.0,-131.0,180,-3.5986211951,133.120606976,250.251703292,31.6382924971,0.0736470910243
10,-176.0,-130.0,180,-3.59533279455,132.24317746,249.426407222,31.5855310929,0.0750217963915
10,-176.0,-129.0,180,-3.59194616801,131.366639968,248.579431644,31.5310620341,0.0763965017587
10,-176.0,-128.0,180,-3.58845921476,130.491019249,247.710576847,31.4748584157,0.077771207126
10,-176.0,-127.0,180,-3.58486976041,129.616340586,246.819656615,31.4168967779,0.0791459124932
10,-176.0,-126.0,180,-3.58117555458,128.742629814,245.906497488,31.3571571432,0.0805206178604
10,-176.0,-125.0,180,-3.57737426841,127.86991334,244.970936554,31.2956232005,0.0818953232276
10,-176.0,-124.0,180,-3.57346349197,126.99821816,244.012826546,31.2322825143,0.0832700285949
10,-176.0,-123.0,180,-3.56944073165,126.127571885,243.032030463,31.1671263954,0.0846447339621
10,-176.0,-122.0,180,-3.56530340732,125.258002755,242.028421101,31.1001497617,0.0860194393293
10,-176.0,-121.0,180,-3.56104884949,124.389539665,241.001882303,31.0313513961,0.0873941446966
10,-176.0,-120.0,180,-3.55667429633,123.522212187,239.952306569,30.9607334105,0.0889652751276
10,-176.0,-119.0,180,-3.55217689055,122.656050591,238.879592939,30.888301274,0.0903399804948
10,-176.0,-118.0,180,-3.5475536762,121.791085873,237.78364515,30.8140633352,0.0917146472793
10,-176.0,-117.0,180,-3.54280159531,120.927349774,236.664371321,30.7380306785,0.0930893526465
10,-176.0,-116.0,180,-3.53791748447,120.064874811,235.52167868,30.660216525,0.0944640580137
10,-176.0,-115.0,180,-3.53289807116,119.203694299,234.355475821,30.5806359053,0.095838763381
10,-176.0,-114.0,180,-3.52773997012,118.343842383,233.165665503,30.4993050702,0.0972134687482
10,-176.0,-113.0,180,-3.52243967941,117.485354061,231.952146391,30.4162409218,0.0985881741154
10,-176.0,-112.0,180,-3.51699357645,116.628265218,230.714807752,30.3314604565,0.0999628794826
10,-176.0,-111.0,180,-3.51139791386,115.772612651,229.453527727,30.244980053,0.10133758485
10,-176.0,-110.0,180,-3.50564881516,114.918434105,228.168173609,30.1568151065,0.102712290217
10,-176.0,-109.0,180,-3.49974227031,114.065768304,226.858594879,30.0669788161,0.104086995584
10,-176.0,-108.0,180,-3.49367413113,113.214654983,225.524625214,29.9754819759,0.105461700952
10,-176.0,-107.0,180,-3.4874401065,112.365134923,224.166080061,29.8823320521,0.106836406319
10,-176.0,-106.0,180,-3.48103575746,111.517249987,222.782752091,29.7875326398,0.10840753675
10,-176.0,-105.0,180,-3.47445649206,110.671043159,221.374412068,29.691082543,0.109782242117
10,-176.0,-104.0,180,-3.46769756015,109.826558577,219.940809255,29.5929754362,0.111156908901
10,-176.0,-103.0,180,-3.46075404786,108.983841577,218.481668053,29.4931991768,0.112531614269
10,-176.0,-102.0,180,-3.45362087204,108.142938734,216.996690247,29.3917352607,0.113906319636
10,-176.0,-101.0,180,-3.44629277439,107.303897901,215.485550747,29.288558148,0.115281025003
10,-176.0,-100.0,180,-3.43876431551,106.466768255,213.947903188,29.1836351013,0.11665573037
10,-176.0,-99.0,180,-3.43102986871,105.631600342,212.383378687,29.0769257267,0.118030435738
10,-176.0,-98.0,180,-3.42308361363,104.798446122,210.791585837,28.9683815709,0.119405141105
10,-176.0,-97.0,180,-3.41491952973,103.967359021,209.172117159,28.8579462106,0.120779846472
10,-176.0,-96.0,180,-3.40653138948,103.138393977,207.524543492,28.7455546874,0.122154551839
10,-176.0,-95.0,180,-3.39791275151,102.311607491,205.848427037,28.6311340764,0.123529257207
10,-176.0,-94.0,180,-3.38905695343,101.487057687,204.143315553,28.5146030868,0.124903962574
10,-176.0,-93.0,180,-3.37995710458,100.664804358,202.408749404,28.3958722623,0.126278667941
10,-176.0,-92.0,180,-3.37060607855,99.8449090276,200.644267917,28.2748445464,0.127849798372
10,-176.0,-91.0,180,-3.36099650549,99.0274350098,198.849408058,28.1514153374,0.129224503739
10,-176.0,-90.0,180,-3.35112076433,98.212447466,197.023715594,28.025473063,0.130599170524
10,-176.0,-89.0,180,-3.34097097478,97.4000134696,195.166744234,27.8968997301,0.131973875891
10,-176.0,-88.0,180,-3.3305389892,96.5902020692,193.278063711,27.7655712323,0.133348581258
10,-176.0,-87.0,180,-3.31981638435,95.7830843559,191.357264586,27.6313585306,0.134723286625
10,-176.0,-86.0,180,-3.30879445297,94.9787335306,189.403963751,27.4941279197,0.136097991993
10,-176.0,-85.0,180,-3.29746419527,94.177224975,187.417809433,27.3537421132,0.13747269736
10,-176.0,-84.0,180,-3.28581631034,93.3786363239,185.398483949,27.2100607942,0.138847402727
10,-176.0,-83.0,180,-3.27384118753,92.5830475393,183.345713699,27.0629417125,0.140222108094
10,-176.0,-82.0,180,-3.26152889766,91.7905409873,181.259274324,26.9122417062,0.141596813462
10,-176.0,-81.0,180,-3.24886918438,91.0012015165,179.13898845,26.7578170786,0.142971518829
10,-176.0,-80.0,180,-3.23585145543,90.2151165389,176.984741255,26.5995253198,0.144346224196
10,-176.0,-79.0,180,-3.22246477403,89.4323761126,174.796474443,26.4372251295,0.145720929563
10,-176.0,-78.0,180,-3.2086978503,88.6530730264,172.574197384,26.2707780191,0.147292059994
10,-176.0,-77.0,180,-3.19453903291,87.877302887,170.317992898,26.1000489982,0.148666765361
10,-176.0,-76.0,180,-3.17997630088,87.1051642074,168.028011334,25.9249072369,0.150041432146
10,-176.0,-75.0,180,-3.16499725567,86.3367584978,165.704482832,25.7452271314,0.151416137513
10,-176.0,-74.0,180,-3.14958911356,85.572190358,163.347713196,25.560888583,0.15279084288
10,-176.0,-73.0,180,-3.1337386985,84.8115675718,160.958095236,25.3717785599,0.154165548248
10,-176.0,-72.0,180,-3.1174324354,84.0550012024,158.536099627,25.1777908973,0.155540253615
10,-176.0,-71.0,180,-3.10065634399,83.3026056904,156.082283327,24.9788272344,0.156914958982
10,-176.0,-70.0,180,-3.08339603343,82.5544989515,153.597289845,24.7747976664,0.158289664349
10,-176.0,-69.0,180,-3.06563669763,81.8108024772,151.08184573,24.5656206495,0.159664369716
10,-176.0,-68.0,180,-3.04736311152,81.0716414345,148.536768266,24.351223964,0.161039075084
10,-176.0,-67.0,180,-3.0285596284,80.3371447682,145.962953937,24.1315445013,0.162413780451
10,-176.0,-66.0,180,-3.00921017839,79.6074453016,143.361388946,23.9065287292,0.163788485818
10,-176.0,-65.0,180,-2.98929826834,78.8826798391,140.733139265,23.6761323587,0.165163191185
10,-176.0,-64.0,180,-2.96880698316,78.1629892671,138.079358736,23.4403213587,0.166734321616
10,-176.0,-63.0,180,-2.94771898894,77.448518655,135.401277403,23.1990708142,0.168109026984
10,-176.0,-62.0,180,-2.92601653788,76.7394173547,132.70020436,22.9523652039,0.169483693768
10,-176.0,-61.0,180,-2.90368147544,76.0358390988,129.977528123,22.7001983692,0.170858399135
10,-176.0,-60.0,180,-2.88069524975,75.337942096,127.234709764,22.4425734057,0.172233104503
10,-176.0,-59.0,180,-2.85703892364,74.6458891246,124.473283134,22.1795015475,0.17360780987
10,-176.0,-58.0,180,-2.83269318954,73.9598476214,121.694854965,21.9110029969,0.174982515237
10,-176.0,-57.0,180,-2.80763838747,73.2799897671,118.901098631,21.6371058425,0.176357220604
10,-176.0,-56.0,180,-2.78185452646,72.6064925668,116.093748378,21.3578450453,0.177731925971
10,-176.0,-55.0,180,-2.75532130966,71.9395379242,113.274609302,21.0732634555,0.179106631339
10,-176.0,-54.0,180,-2.7280181635,71.2793127086,110.445544192,20.78341021,0.180481336706
10,-176.0,-53.0,180,-2.69992427121,70.6260088151,107.608476974,20.4883406181,0.181856042073
10,-176.0,-52.0,180,-2.67101861098,69.9798232146,104.765385442,20.1881153862,0.18323074744
10,-176.0,-51.0,180,-2.64127999922,69.3409579946,101.918303849,19.882800508,0.184605452808
10,-176.0,-50.0,180,-2.61068713907,68.7096203875,99.0693281161,19.5724670817,0.186176583239
10,-176.0,-49.0,180,-2.5792186748,68.0860227871,96.2205969372,19.2571897482,0.187551288606
10,-176.0,-48.0,180,-2.5468532521,67.4703827502,93.3743079234,18.9370478013,0.18892595539
10,-176.0,-47.0,180,-2.51356958479,66.8629229823,90.5327054594,18.6121231649,0.190300660758
10,-176.0,-46.0,180,-2.47934652832,66.2638713065,87.6980831645,18.2825012654,0.191675366125
10,-176.0,-45.0,180,-2.44416316011,65.6734606127,84.8727870467,17.9482706098,0.193050071492
10,-176.0,-44.0,180,-2.4079988672,65.0919287863,82.0592051923,17.6095221227,0.194424776859
10,-176.0,-43.0,180,-2.37083344133,64.5195186145,79.2597758737,17.2663489222,0.195799482226
10,-176.0,-42.0,180,-2.33264718165,63.9564776677,76.4769834793,16.918847171,0.197174187594
10,-176.0,-41.0,180,-2.29342100516,63.4030581551,73.7133547046,16.5671150221,0.198548892961
10,-176.0,-40.0,180,-2.25313656488,62.8595167517,70.971462814,16.21125339,0.199923598328
10,-176.0,-39.0,180,-2.21177637573,62.3261143959,68.2539222185,15.8513656947,0.201298303695
10,-176.0,-38.0,180,-2.16932394803,61.8031160543,65.5633822588,15.4875577769,0.202673009063
10,-176.0,-37.0,180,-2.12576392821,61.2907904538,62.9025448033,15.1199402319,0.20404771443
10,-176.0,-36.0,180,-2.08108224654,60.7894097777,60.2741310491,14.7486258523,0.205618844861
10,-176.0,-35.0,180,-2.0352662712,60.2992493252,57.68091581,14.3737334241,0.206993550228
10,-176.0,-34.0,180,-1.98830496816,59.8205871323,55.125685608,13.9953853302,0.208368217013
10,-176.0,-33.0,180,-1.9401890659,59.3537035528,52.611271626,13.6137117086,0.20974292238
10,-176.0,-32.0,180,-1.89091122414,58.8988807996,50.1405174622,13.2288484757,0.211117627747
10,-176.0,-31.0,180,-1.84046620528,58.4564024431,47.7162914172,12.8409408045,0.212492333114
10,-176.0,-30.0,180,-1.78885104726,58.026552869,45.3414761836,12.4501430811,0.213867038481
10,-176.0,-29.0,180,-1.73606523621,57.6096166933,43.0189624754,12.0566222953,0.215241743849
10,-176.0,-28.0,180,-1.68211087734,57.2058781363,40.7516448188,11.6605581962,0.216616449216
10,-176.0,-27.0,180,-1.62699286191,56.815620355,38.5424130056,11.2621473678,0.217991154583
10,-176.0,-26.0,180,-1.57071902847,56.4391247363,36.3941479566,10.8616054428,0.21936585995
10,-176.0,-25.0,180,-1.51330031593,56.0766701526,34.3097123896,10.4591709454,0.220740565318
10,-176.0,-24.0,180,-1.45475090623,55.7285321814,32.2919400209,10.0551093278,0.222115270685
10,-176.0,-23.0,180,-1.39508835414,55.3949822924,30.3436343529,9.64971909392,0.223489976052
10,-176.0,-22.0,180,-1.3343337016,55.0762870059,28.4675464502,9.24333650267,0.225061106483
10,-176.0,-21.0,180,-1.27251157423,54.7727070265,26.6663846796,8.83634725236,0.22643581185
10,-176.0,-20.0,180,-1.20965025727,54.4844963558,24.9427857348,8.42919407788,0.227810478635
10,-176.0,-19.0,180,-1.14578174873,54.2119013914,23.2993209321,8.02239209054,0.229185184002
10,-176.0,-18.0,180,-1.08094178737,53.9551600167,21.7384722568,7.6165452291,0.230559889369
10,-176.0,-17.0,180,-1.0151698533,53.7145006883,20.2626337287,7.21237044014,0.231934594736
10,-176.0,-16.0,180,-0.948509139627,53.4901415285,18.8740965181,6.81072711934,0.233309300104
10,-176.0,-15.0,180,-0.881006493339,53.2822894293,17.5750384443,6.41265720936,0.234684005471
10,-176.0,-14.0,180,-0.812712324444,53.0911391761,16.3675158601,6.01943841899,0.236058710838
10,-176.0,-13.0,180,-0.743680482601,52.9168725998,15.2534566831,5.63265689779,0.237433416205
10,-176.0,-12.0,180,-0.673968100997,52.759657763,14.2346471851,5.25430071682,0.238808121573
10,-176.0,-11.0,180,-0.603635407733,52.619648191,13.312726523,4.88688637214,0.24018282694
10,-176.0,-10.0,180,-0.532745505552,52.4969821531,12.4891783591,4.53362197167,0.241557532307
10,-176.0,-9.0,180,-0.46136412125,52.3917820038,11.7653240156,4.19860850974,0.242932237674
10,-176.0,-8.0,180,-0.389559326704,52.3041535887,11.1423155512,3.88706702297,0.244503368105
10,-176.0,-7.0,180,-0.31740123396,52.2341857239,10.6211324498,3.60554805546,0.245878073473
10,-176.0,-6.0,180,-0.244961667355,52.1819497533,10.2025731205,3.36200910627,0.24725277884
10,-176.0,-5.0,180,-0.172313816084,52.1474991892,9.88725435053,3.16556776012,0.248627445624
10,-176.0,-4.0,180,-0.0995318710446,52.1308694414,9.67560770048,3.02566768939,0.250002150991
10,-176.0,-3.0,180,-0.0266906500867,52.1320776361,9.56787693196,2.95052215659,0.251376856359
10,-176.0,-2.0,180,0.0461347839166,52.1511225282,9.56411807391,2.94514844899,0.252751561726
10,-176.0,-1.0,180,0.11886950766,52.187984508,9.66419897041,3.00987445133,0.254126267093
10,-176.0,0.0,180,0.19143912005,52.2426257013,9.86780058551,3.14022859354,0.25550097246
10,-176.0,1.0,180,0.263770118368,52.3149901625,10.1744195391,3.3282874043,0.256875677828
10,-176.0,2.0,180,0.335790263525,52.4050041583,10.5833704919,3.56464073466,0.258250383195
10,-176.0,3.0,180,0.407428930256,52.5125765384,11.0937909741,3.84003835016,0.259625088562
10,-176.0,4.0,180,0.478617438385,52.637599189,11.7046453352,4.14632226503,0.260999793929
10,-176.0,5.0,180,0.549289361705,52.7799475638,12.4147305018,4.47673948541,0.262374499296
10,-176.0,6.0,180,0.619380811459,52.939481287,13.2226838394,4.82589337536,0.263945629728
10,-176.0,7.0,180,0.688830691918,53.1160448212,14.1269897808,5.18954383312,0.265320335095
10,-176.0,8.0,180,0.757580926077,53.3094681926,15.1259841036,5.56437639363,0.266695040462
10,-176.0,9.0,180,0.82557665004,53.5195677676,16.2178685401,5.94779664633,0.268069707246
10,-176.0,10.0,180,0.892766375232,53.7461470703,17.4007138624,6.33776008166,0.269444412614
10,-176.0,11.0,180,0.959102118081,53.9889976359,18.6724722441,6.73264173981,0.270819117981
10,-176.0,12.0,180,1.02453949737,54.2478998898,20.0309853512,7.13113611758,0.272193823348
10,-176.0,13.0,180,1.08903779988,54.5226240449,21.4739926412,7.53218271308,0.273568528715
10,-176.0,14.0,180,1.15256001547,54.8129310115,22.9991437372,7.93491053297,0.274943234083
10,-176.0,15.0,180,1.21507284297,55.1185733087,24.6040069267,8.33859585942,0.27631793945
10,-176.0,16.0,180,1.27654666876,55.4392959744,26.2860761121,8.74263043906,0.277692644817
10,-176.0,17.0,180,1.33695551998,55.7748374651,28.0427814684,9.14649719218,0.279067350184
10,-176.0,18.0,180,1.39627699478,56.1249305397,29.8715056767,9.5497535314,0.280442055551
10,-176.0,19.0,180,1.45449217178,56.4893031234,31.7695752138,9.95201387307,0.281816760919
10,-176.0,20.0,180,1.51158550138,56.8676791456,33.7342909103,10.3529423254,0.283191466286
10,-176.0,21.0,180,1.56754468137,57.2597793485,35.7629185336,10.7522404875,0.284762596717
10,-176.0,22.0,180,1.62236051932,57.6653220625,37.8527005014,11.149642136,0.286137302084
